taxon,EOI15_S_2019-08-21,EOI15_S_2019-09-13,EOI15_S_2019-10-23,EOI15_S_2019-11-08,EOI15_S_2019-11-28,EOI15_S_2020-01-21,EOI15_S_2020-02-07,EOI15_S_2020-03-26,EOI15_S_2020-04-23,EOI15_S_2020-05-15,EOI15_S_2020-06-09,EOI15_S_2020-07-02,EOI15_S_2020-07-15,EOI15_S_2020-07-28,EOI15_S_2020-08-14,EOI15_S_2020-09-01,EOI15_S_2020-09-23,EOI15_S_2020-10-09,EOI15_S_2020-10-22,EOI15_S_Au2020,EOI15_S_2020-12-02,EOI15_S_Wi2021
Cm1-21,0,2.35837932173011e-05,0,0.000114609896564568,0,0,0,1.51735858218014e-05,0,0.000108428509469423,2.09727144984375e-05,0,5.84299862689532e-05,0,0,8.26507756775297e-06,0,0,1.61111021604988e-05,1.21986923001854e-05,1.2771718306981e-05,0
SZB85,0,0,0,0,0,0,0,0,0,0,0,0,9.73833104482554e-06,0,0,0,0,0,0,0,0,1.87701779412869e-05
Rhizobiaceae,0.000186127311080779,9.43351728692043e-05,4.99400719137036e-05,0.000401134637975989,0.000386249517188104,0.000339104763424559,5.39985960365031e-05,4.55207574654042e-05,9.58588957055215e-05,0.000144571345959231,8.38908579937501e-05,0.000100700878111657,0.000116859972537906,0.000114106042548875,1.54185361641766e-05,5.78555429742708e-05,8.09421668218058e-05,0,4.83333064814964e-05,2.43973846003708e-05,0.000217119211218677,0.000150161423530295
[Agitococcus] lubricus group,0,0,0,0.00014326237070571,0.000204485038511349,0,0,7.5867929109007e-05,0.000325920245398773,0.000271071273673558,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Hyphomonas,0,0,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium,0.00102370021094429,0.000919767935474742,0.000898921294446664,0.000830921750093121,0.00122691023106809,0.00367031038059523,0.00102597332469356,0.0010621510075261,0.00115030674846626,0.00101199942171462,0.00236991673832344,0.00084588737613792,0.00190871288478581,0.00055785176357228,0.000709252663552122,0.00114058070434991,0.00109271925209438,0.00100065668094687,0.00175611013549437,0.00131745876842003,0.00237553960509847,0.00232750206471957
Desulfopila,0.000263680357364437,0.000106127069477855,4.99400719137036e-05,0.000372482163834847,0.000272646718015132,0,0.000134996490091258,0.000121388686574411,0.000172546012269939,0.0004698568743675,0.000188754430485938,0.000120841053733989,3.89533241793022e-05,0,3.08370723283531e-05,0.000140506318651801,8.09421668218058e-05,1.56352606397949e-05,6.44444086419952e-05,2.43973846003708e-05,5.10868732279241e-05,0.000337863202943164
Terasakiellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WN-HWB-116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T34,0,0,2.49700359568518e-05,8.59574224234263e-05,0,0,0,1.51735858218014e-05,1.91717791411043e-05,7.22856729796154e-05,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Arenimonas,0.00293150514952227,0.000919767935474742,0.00169796244506592,0.00275063751754964,0.0023856587826324,0.000299210085374611,0.000998974026675306,0.000485554746297645,0.000843558282208589,0.00272878415498048,6.29181434953126e-05,0.000523644566180617,0.000107121641493081,7.60706950325836e-05,0.000323789259447708,0.000231422171897083,0.000391220472972061,0,0.000225555430246983,0.000182980384502781,0.000689672788576975,0.000337863202943164
pItb-vmat-80,0.000263680357364437,0.000200462242347059,0.000299640431482221,0.000315177215552563,0.000181764478676755,5.98420170749222e-05,0.000647983152438037,0.00121388686574411,0.00026840490797546,0.000686713893306347,0.000671126863950001,0.00132925159107387,0.000223981614030987,0.00131855871389812,0.00126431996546248,0.000669471282987991,0.000337259028424191,0.000281434691516308,0.000193333225925986,0.000414755538206304,0.000561955605507165,0.00183947743824611
Limibaculum,7.7553046283658e-05,2.35837932173011e-05,0,2.86524741411421e-05,0.000113602799172972,9.97366951248703e-05,0,4.55207574654042e-05,0,0,0,2.01401756223314e-05,1.94766620896511e-05,5.07137966883891e-05,3.08370723283531e-05,0,2.69807222739353e-05,0,3.22222043209976e-05,2.43973846003708e-05,3.83151549209431e-05,5.63105338238607e-05
Schleiferia,0,0,0,5.73049482822842e-05,0,0,2.69992980182515e-05,0,0,0,0,2.01401756223314e-05,2.92149931344766e-05,0,0,0,0,1.56352606397949e-05,0,0,0,0
BD2-11 terrestrial group,0,3.53756898259516e-05,0,0,2.27205598345943e-05,1.99473390249741e-05,2.69992980182515e-05,1.51735858218014e-05,0,3.61428364898077e-05,2.09727144984375e-05,0,9.73833104482554e-06,0,0,1.65301551355059e-05,1.34903611369676e-05,0,0,0,1.2771718306981e-05,1.87701779412869e-05
Thermoanaerobaculales,1.55106092567316e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC1,1.55106092567316e-05,0,0,0,4.54411196691886e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micavibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geminobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ga0077536,1.55106092567316e-05,3.53756898259516e-05,9.98801438274071e-05,8.59574224234263e-05,6.8161679503783e-05,0,5.39985960365031e-05,4.55207574654042e-05,0,1.80714182449039e-05,4.19454289968751e-05,6.04205268669943e-05,3.89533241793022e-05,1.26784491720973e-05,1.54185361641766e-05,8.26507756775297e-06,0,3.12705212795897e-05,1.61111021604988e-05,1.21986923001854e-05,7.66303098418861e-05,5.63105338238607e-05
Reinekea,0,0,0,0,0,0.000199473390249741,0,1.51735858218014e-05,1.91717791411043e-05,5.42142547347116e-05,2.09727144984375e-05,0,0,0,0,0,0,0,0,0,0,9.38508897064344e-05
Sphaerotilus,0.000992678992430823,8.25432762605538e-05,0.000324610467439073,0.00148992865533939,0.00706609410855883,7.97893560998963e-05,0.000134996490091258,4.55207574654042e-05,5.75153374233129e-05,7.22856729796154e-05,2.09727144984375e-05,6.04205268669943e-05,2.92149931344766e-05,0,0,8.26507756775297e-06,0,0,0,1.21986923001854e-05,0,1.87701779412869e-05
Rubrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoM-GC232-4463-Bac1,0.000108574264797121,0.000129710862695156,0.000474430683180184,0.000372482163834847,0.000227205598345943,7.97893560998963e-05,0.000161995788109509,1.51735858218014e-05,3.83435582822086e-05,0,0,6.04205268669943e-05,9.73833104482554e-06,0,0,8.26507756775297e-06,4.04710834109029e-05,0,1.61111021604988e-05,2.43973846003708e-05,2.5543436613962e-05,3.75403558825738e-05
Eubacteriaceae,0.00141146544236258,0.000483467760954672,0.000824011186576109,0.000830921750093121,0.00113602799172972,0.000219420729274715,0.000188995086127761,0.000166909444039815,0.00013420245398773,0.000126499927714327,8.38908579937501e-05,0.000100700878111657,6.81683173137788e-05,7.60706950325836e-05,0.000107929753149236,0.000107446008380789,5.39614445478705e-05,6.25410425591795e-05,8.0555510802494e-05,8.53908461012979e-05,5.10868732279241e-05,0.000225242135295443
Candidatus Omnitrophus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanoarchaeota,0,0,0,0,0,0,0,0,0,0,0,0,9.73833104482554e-06,0,0,8.26507756775297e-06,0,0,0,0,0,0
Pseudoalteromonadaceae,0,0,0,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnetospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photobacterium,6.20424370269264e-05,1.17918966086505e-05,0.000149820215741111,0.000171914844846853,0.000113602799172972,3.98946780499481e-05,0,1.51735858218014e-05,1.91717791411043e-05,0,0,2.01401756223314e-05,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Bacteroidia,0,0,2.49700359568518e-05,5.73049482822842e-05,2.27205598345943e-05,0,0,0,9.58588957055215e-05,0,0,0,9.73833104482554e-06,0,0,0,0,0,0,0,0,0
Limimaricola soesokkakensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquibacter,4.65318277701948e-05,0,4.99400719137036e-05,2.86524741411421e-05,2.27205598345943e-05,1.99473390249741e-05,5.39985960365031e-05,3.03471716436028e-05,0,0,0,0,0,3.80353475162918e-05,0,8.26507756775297e-06,0,0,0,0,2.5543436613962e-05,0
Thiogranum,0.00221801712371262,0.00346681760294326,0.0021723931282461,0.00346694937107819,0.00315815781700861,0.00644299050506662,0.00391489821264647,0.00450655498907502,0.00235812883435583,0.0037407835766951,0.00337660703424844,0.00378635301699831,0.00582352196480567,0.00527423485559246,0.00576653252540204,0.00483507037713549,0.00281948547762624,0.00651990368679446,0.00491388615895213,0.00490387430467454,0.00789292191371427,0.00516179893385389
Haliangium,0.000155106092567316,0.000247629828781661,0.000199760287654814,0.000286524741411421,0.000318087837684321,0.000837788239048911,0.000782979642529294,0.000182083029861617,0.000287576687116564,0.000632499638571635,0.000503345147962501,0.000543784741802949,0.000876449794034298,0.000266247432614043,0.00107929753149236,0.000578555429742708,0.000553104806615673,0.000609775164952,0.00157888801172888,0.000939299307114277,0.00150706276022376,0.000469254448532172
MSBL2,9.30636555403896e-05,0,0.000149820215741111,0,4.54411196691886e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erythrobacter,0,3.53756898259516e-05,2.49700359568518e-05,0.00014326237070571,6.8161679503783e-05,0,2.69992980182515e-05,0,0,0,0,2.01401756223314e-05,0,0,0,8.26507756775297e-06,0,0,0,0,2.5543436613962e-05,0
Ferruginibacter,0,0,0,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deferrisoma,4.65318277701948e-05,0.000106127069477855,7.49101078705553e-05,8.59574224234263e-05,6.8161679503783e-05,0.000139631373174818,0.000161995788109509,0.000121388686574411,7.66871165644172e-05,0.000415642619632789,0.000104863572492188,0.00042294368806896,0,0.000126784491720973,0.000740089735880475,0.000173566628922812,9.44325279587735e-05,0.000218893648957128,6.44444086419952e-05,6.09934615009271e-05,0.000549183887200184,0.000319093025001877
Methylotenera,1.55106092567316e-05,1.17918966086505e-05,0,8.59574224234263e-05,6.8161679503783e-05,0,0,0,0,3.61428364898077e-05,0,0,0,0,3.08370723283531e-05,8.26507756775297e-06,1.34903611369676e-05,0,1.61111021604988e-05,0,0,3.75403558825738e-05
JGI 0000069-P22,0,0,0,0,0,0,0,0,1.91717791411043e-05,5.42142547347116e-05,0,0,0,0,0,0,0,0,0,0,0,0
Geminicoccaceae,9.30636555403896e-05,2.35837932173011e-05,0,0,9.08822393383773e-05,9.97366951248703e-05,0,1.51735858218014e-05,0,0,2.09727144984375e-05,2.01401756223314e-05,7.79066483586043e-05,0,0,2.47952327032589e-05,1.34903611369676e-05,3.12705212795897e-05,0,1.21986923001854e-05,1.2771718306981e-05,0
VHS-B4-70,0.000697977416552922,0.000825432762605537,0.00109868158210148,0.000888226698375405,0.00140867470974485,0.000518630814649326,0.00116096981478482,0.000622117018693858,0.000575153374233129,0.00106621367644933,0.000817935865439064,0.000805607024893257,0.000769328152541218,0.000456424170195502,0.000524230229582003,0.000487639576497425,0.000269807222739353,0.000109446824478564,3.22222043209976e-05,0.000231775153703523,0.000280977802753582,0.000750807117651475
Omnitrophaceae,0,1.17918966086505e-05,0,0,0,0,0.000107997192073006,3.03471716436028e-05,0,0,0,0,9.73833104482554e-06,0,0,0,0,0,1.61111021604988e-05,2.43973846003708e-05,0,0
Bdellovibrionales,0,0,0,5.73049482822842e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrosococcaceae,0,0,0,0,2.27205598345943e-05,0,0,0,0,0,0,0,9.73833104482554e-06,0,0,0,0,0,0,0,1.2771718306981e-05,0
Thioalkalispiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61111021604988e-05,0,0,0
Chitinivibrionales,0,0,0,2.86524741411421e-05,0,0,0,7.5867929109007e-05,5.75153374233129e-05,0.000162642764204135,0,2.01401756223314e-05,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Candidatus Thiodiazotropha,0.000604913761012533,0.00132069242016886,0.00027467039552537,0.000515744534540558,0.000431690636857292,0.00131652437564829,0.000998974026675306,0.00206360767176499,0.000920245398773006,0.000885499494000289,0.000775990436442189,0.000765326673648594,0.000856973131944647,0.00141998630727489,0.00109471606765654,0.00219851063302229,0.000566595167752641,0.000828668813909128,0.00053166637129646,0.000951497999414463,0.00232445273187055,0.0038666566559051
Winogradskyella,0,4.71675864346021e-05,4.99400719137036e-05,0,0,1.99473390249741e-05,8.09978940547546e-05,0,0,1.80714182449039e-05,0,4.02803512446629e-05,0,0,0,8.26507756775297e-06,0,0,0,0,0,0
Desulfatitalea,0.000217148529594242,0.000306589311824914,0.000349580503395925,5.73049482822842e-05,0.00015904391884216,0.000718104204899066,0.000242993682164264,0.000151735858218014,0.000230061349693252,0.000415642619632789,0.000692099578448439,0.000181261580600983,0.000525869876420579,0.000519816416055988,0.000277533650955178,0.000396723723252143,0.000580085528889608,0.000359610994715282,0.000789444005864441,0.000280569922904265,0.000408694985823393,0.000656956227945041
Acidobacteria group 18,0,7.07513796519032e-05,4.99400719137036e-05,0,0,0,0,0,0,5.42142547347116e-05,2.09727144984375e-05,0,1.94766620896511e-05,1.26784491720973e-05,7.70926808208829e-05,8.26507756775297e-05,1.34903611369676e-05,3.12705212795897e-05,0,6.09934615009271e-05,5.10868732279241e-05,3.75403558825738e-05
Marinobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coxiella,0,0,0,0,0,0,0,0,0,0,0,0,1.94766620896511e-05,0,0,0,0,0,0,0,0,0
Anaerolineales,0.00389316292343963,0.00254704966746852,0.00606771873751498,0.00338099194865477,0.00570286051848318,0.000817840900023937,0.00245693611966089,0.000682811361981063,0.000345092024539877,0.000108428509469423,0.000209727144984375,0.000342382985579634,0.000204504951941336,0.000228212085097751,0.000308370723283531,0.000297542792439107,0.00028329758387632,4.69057819193846e-05,0.000322222043209976,0.000390358153605933,0.000293749521060564,0.000581875516179893
Aestuariibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirulina P7,0,0,0,0,0,0,0,0,1.91717791411043e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Comamonas,6.20424370269264e-05,1.17918966086505e-05,2.49700359568518e-05,0.00014326237070571,0,0,0,0,5.75153374233129e-05,0,0,2.01401756223314e-05,0,0,0,0,0,0,0,0,1.2771718306981e-05,0
Flectobacillus fontis,0,0,0,0,2.27205598345943e-05,0,0,0,1.91717791411043e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
NB1-j,0.000155106092567316,3.53756898259516e-05,2.49700359568518e-05,0.000200567318987995,9.08822393383773e-05,9.97366951248703e-05,0.000134996490091258,7.5867929109007e-05,0,3.61428364898077e-05,2.09727144984375e-05,0.000221541931845646,7.79066483586043e-05,6.33922458604863e-05,9.25112169850594e-05,4.95904654065178e-05,0.000107922889095741,6.25410425591795e-05,4.83333064814964e-05,7.31921538011125e-05,0.00012771718306981,7.50807117651475e-05
Pleurocapsa PCC-7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychrosphaera,0,1.17918966086505e-05,0,0,0,0,0,0,0,0,0,2.01401756223314e-05,0,0,0,0,0,0,0,0,0,0
Crenothrix,4.65318277701948e-05,5.89594830432527e-05,0,0,0.000204485038511349,0,5.39985960365031e-05,0,7.66871165644172e-05,7.22856729796154e-05,4.19454289968751e-05,0,9.73833104482554e-06,0,0,0,0,1.56352606397949e-05,0,0,3.83151549209431e-05,7.50807117651475e-05
Cyanobiaceae,0.000248169748107706,0.000153294655912457,0.000224730323611666,8.59574224234263e-05,0.000136323359007566,5.98420170749222e-05,2.69992980182515e-05,1.51735858218014e-05,3.83435582822086e-05,0,2.09727144984375e-05,4.02803512446629e-05,2.92149931344766e-05,0,0.000632159982731239,1.65301551355059e-05,0,1.56352606397949e-05,0,1.21986923001854e-05,5.10868732279241e-05,0
t0.6.f,0,1.17918966086505e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04710834109029e-05,4.69057819193846e-05,0,2.43973846003708e-05,1.2771718306981e-05,0
Motiliproteus,0,0,0,8.59574224234263e-05,0,0,0,1.51735858218014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neptunomonas,1.55106092567316e-05,1.17918966086505e-05,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,0,0,1.54185361641766e-05,8.26507756775297e-06,0,0,0,0,0,1.87701779412869e-05
Azoarcus,1.55106092567316e-05,1.17918966086505e-05,0,2.86524741411421e-05,6.8161679503783e-05,0,2.69992980182515e-05,0,0,7.22856729796154e-05,0,0,0,0,0,0,0,1.56352606397949e-05,0,0,0,0
Roseobacter,1.55106092567316e-05,0,0,8.59574224234263e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013-28-CG33,0,2.35837932173011e-05,0,0.000114609896564568,0,0,0,0,0,0,2.09727144984375e-05,0,0,2.53568983441945e-05,1.54185361641766e-05,4.13253878387649e-05,0,4.69057819193846e-05,0,0,1.2771718306981e-05,1.87701779412869e-05
Pseudomonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synergistaceae,0.000124084874053853,8.25432762605538e-05,0.000149820215741111,0.000114609896564568,0.000136323359007566,0,0,0,0,0.000108428509469423,0,0,0,1.26784491720973e-05,0,0,0,0,0,0,0,0
Aureispira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actibacter,0.00111676386648468,0.00150936276590727,0.00122353176188574,0.00126070886221025,0.00106786631222593,0.000817840900023937,0.0018359522652411,0.00168426802621996,0.000920245398773006,0.00175292756975567,0.00153100815838594,0.00199387738661081,0.00189897455374098,0.00212997946091234,0.00228194335229813,0.00143812349678902,0.0013355457525598,0.00279871165452328,0.00151444360308689,0.00178100907582707,0.00112391121101433,0.000788347473534049
Candidatus Competibacter,0.000604913761012533,0.000400924484694118,0.000249700359568518,0.000659006905246268,0.00099970463272215,0.000618367509774196,0.000161995788109509,0.000333818888079631,0.00013420245398773,0.000180714182449039,0.0001677817159875,0.000302102634334971,0.000321364924479243,0.000190176737581459,0.000169603897805942,9.91809308130357e-05,0.000188865055917547,0.000203258388317333,0.000112777715123492,0.000207377769103152,0.000587499042121127,0.000206471957354156
OM60(NOR5) clade,0.00336580220871076,0.00232300363190416,0.00244706352377147,0.00340964442279591,0.00368073069320428,0.0011569456634485,0.00213294454344187,0.00209395484340859,0.000881901840490798,0.00191557033395981,0.000755017721943751,0.00171191492789817,0.00140231967045488,0.00219337170677283,0.00212775799065637,0.00147944888462778,0.000957815640724702,0.00100065668094687,0.000902221720987933,0.00152483653752318,0.00375488518225242,0.0015766949470681
Kordiimonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,2.92149931344766e-05,0,0,0,0,0,0,0,0,0
Aureisphaera,1.55106092567316e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54185361641766e-05,0,0,0,0,0,0,0
Microcystaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychroserpens,0,1.17918966086505e-05,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidobateria group 26,6.20424370269264e-05,0.000106127069477855,0.000124850179784259,0.000257872267270279,0.000136323359007566,0,0.000188995086127761,0.000182083029861617,3.83435582822086e-05,0.0004698568743675,0.000188754430485938,0.000362523161201966,0.000165551627762034,0.000291604330958237,0.000292952187119355,0.000181831706490565,8.09421668218058e-05,0.000140717345758154,4.83333064814964e-05,0.000170781692202596,0.000280977802753582,7.50807117651475e-05
Carboxylicivirga,0.00195433676634818,0.000778265176170935,0.00154814222932481,0.00148992865533939,0.000908822393383773,7.97893560998963e-05,0.000323991576219018,0,3.83435582822086e-05,5.42142547347116e-05,2.09727144984375e-05,4.02803512446629e-05,9.73833104482554e-06,1.26784491720973e-05,0,9.09158532452827e-05,2.69807222739353e-05,1.56352606397949e-05,1.61111021604988e-05,0,2.5543436613962e-05,0.000168931601471582
Pleomorphomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defluviicoccus,7.7553046283658e-05,0.000200462242347059,0.000174790251697962,0.000286524741411421,0.000431690636857292,0.000578472831724248,0.000134996490091258,0.000303471716436028,9.58588957055215e-05,0.000578285383836924,0.000104863572492188,0.000322242809957303,0.00017528995880686,0.000202855186753556,0.000339207795611885,0.000297542792439107,0.000107922889095741,0.000109446824478564,0.000241666532407482,0.000243973846003708,0.000383151549209431,0.000168931601471582
Hypnocyclicus,0,2.35837932173011e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignavibacterium,0,1.17918966086505e-05,2.49700359568518e-05,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,1.26784491720973e-05,0,0,0,0,0,0,0,0
Amaricoccus,0,1.17918966086505e-05,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,9.73833104482554e-06,0,0,0,0,0,0,0,0,0
Clostridia,0,0,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfatiferula,0.000496339496215411,0.000353756898259516,0.000474430683180184,0.000401134637975989,0.000704337354872424,0.00103726162929865,0.000215994384146012,4.55207574654042e-05,0.000153374233128834,0.000126499927714327,0.000335563431975001,0.000100700878111657,3.89533241793022e-05,2.53568983441945e-05,3.08370723283531e-05,0.000231422171897083,0.000148393972506644,6.25410425591795e-05,0.000177222123765487,8.53908461012979e-05,0.000102173746455848,0.00103235978677078
Ornithobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnetococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiomicrorhabdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cohaesibacter,0,0,0,0,4.54411196691886e-05,0,0,1.51735858218014e-05,0,0,0,0,1.94766620896511e-05,0,0,0,0,0,1.61111021604988e-05,0,0,3.75403558825738e-05
Rivicola,0,0,2.49700359568518e-05,2.86524741411421e-05,4.54411196691886e-05,0,2.69992980182515e-05,0,0.000115030674846626,5.42142547347116e-05,0,0,0,0,0,1.65301551355059e-05,0,0,0,0,0,1.87701779412869e-05
Hoeflea,1.55106092567316e-05,0,2.49700359568518e-05,0,6.8161679503783e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131391245589008
Arenicella chitinivorans,0,0,2.49700359568518e-05,0,0,0,0,1.51735858218014e-05,0,0,0,0,0,0,0,8.26507756775297e-06,0,0,0,0,0,0
Desulfotignum,0.000294701575877901,9.43351728692043e-05,0.000299640431482221,0.000171914844846853,4.54411196691886e-05,0,0.000188995086127761,7.5867929109007e-05,1.91717791411043e-05,3.61428364898077e-05,0,4.02803512446629e-05,0,5.07137966883891e-05,3.08370723283531e-05,3.30603102710119e-05,9.44325279587735e-05,0,1.61111021604988e-05,7.31921538011125e-05,0,0.000168931601471582
Blfdi19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidobacteria group 21,4.65318277701948e-05,1.17918966086505e-05,2.49700359568518e-05,5.73049482822842e-05,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0,8.26507756775297e-06,0,1.56352606397949e-05,0,0,0,0
Silicimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulosicoccus marinus,9.30636555403896e-05,3.53756898259516e-05,0,2.86524741411421e-05,4.54411196691886e-05,0,8.09978940547546e-05,1.51735858218014e-05,1.91717791411043e-05,0,0,2.01401756223314e-05,0,1.26784491720973e-05,0,0,0,0,0,1.21986923001854e-05,0,0
Macellibacteroides,0.00125635934979526,0.000495259657563322,0.000799041150619257,0.00223489298300908,0.000749778474541613,0,0.000188995086127761,0.000197256615683418,0.000651840490797546,0.000650571056816539,0,4.02803512446629e-05,0,0,0,1.65301551355059e-05,2.69807222739353e-05,0,4.83333064814964e-05,0,0,5.63105338238607e-05
Vibrionaceae,0.00165963519047028,0.0034078581199,0.00199760287654814,0.000744964327669694,0.00111330743189512,5.98420170749222e-05,0.000323991576219018,0.000242777373148823,0.000191717791411043,0.00115657076767385,0,0.00028196245871264,4.86916552241277e-05,6.33922458604863e-05,4.62556084925297e-05,9.09158532452827e-05,0,6.25410425591795e-05,0,1.21986923001854e-05,1.2771718306981e-05,9.38508897064344e-05
Fibrobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euzebya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcales Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0,9.73833104482554e-06,0,0,0,0,0,0,0,0,0
Granulosicoccales,0,0,0,0,0,0,0,0,0,0,0,0,9.73833104482554e-06,0,0,0,0,0,0,0,2.5543436613962e-05,0
Geopsychrobacteraceae,3.10212185134632e-05,0,0,5.73049482822842e-05,4.54411196691886e-05,0,0,0,0,1.80714182449039e-05,0,0,0,0,0,0,0,0,0,0,0,3.75403558825738e-05
Aquimixticola,0,0,0,0,0,0.000179526051224767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geothermobacter,0.000139595483310584,0.000318381208433564,7.49101078705553e-05,0.000515744534540558,4.54411196691886e-05,0.000119684034149844,0.000377990172255521,0.000773852876911872,0.000421779141104294,0.00131921353187798,0.000482372433464063,0.000584065093047611,0.000282411600299941,0.000367675025990821,0.000647578518895416,0.000396723723252143,0.000175374694780579,0.000359610994715282,0.000386666451851971,0.000414755538206304,0.00062581419704207,0.0014265335235378
Marinobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiloniellales,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53568983441945e-05,0,0,0,0,0,2.43973846003708e-05,0,0
Sulfuricurvum,7.7553046283658e-05,4.71675864346021e-05,0.000124850179784259,0.000114609896564568,0.000113602799172972,3.98946780499481e-05,2.69992980182515e-05,0,0,0.000180714182449039,0,4.02803512446629e-05,0,0,0,0,1.34903611369676e-05,0,1.61111021604988e-05,0,0,5.63105338238607e-05
Lachnospirales,0.00228005956073955,0.000695721899910382,0.00197263284059129,0.00260737514684393,0.00252198214163997,0,8.09978940547546e-05,0,0,0,0,0,0,0,0,2.47952327032589e-05,0,0,0,0,0,3.75403558825738e-05
Woeseia oceani,0,0,0,2.86524741411421e-05,0,0,0,0,0,0,0,2.01401756223314e-05,0,0,0,0,0,0,0,0,0,0
Christensenellaceae,0.000620424370269264,0.000790057072779586,0.00117359168997203,0.0005443970086817,0.00084066071387999,0.000359052102449533,0.000620983854419785,0.000257950958970624,0.000172546012269939,0.000307214110163366,0.0001677817159875,0.000443083863691291,0.000321364924479243,0.000342318127646626,0.000185022433970119,0.000173566628922812,0.000202355417054515,0.000187623127677538,0.000209444328086484,0.000170781692202596,0.00025543436613962,0.000262782491178016
